"ID_UC" "Código UC" "Informações Gerais" "Nome da UC" "Esfera Administrativa" "Categoria de Manejo" "Categoria IUCN" "UF" "Ano de Criação" "Ano do ato legal mais recente" "Ato Legal de Criação" "Outros atos legais" "Municípios Abrangidos" "Plano de Manejo" "Conselho Gestor" "Órgão Gestor" "Fonte da Área: (1 = SHP, 0 = Ato legal)" "Área soma biomas" "Área soma Biomas Continental" "Área Ato Legal de Criação" "Bioma Área (ha)" "Amazônia" "Caatinga" "Cerrado" "Mata Atlântica" "Pampa" "Pantanal" "Área Marinha" "Bioma declarado" "Grupo" "PI" "US" "Recortes (ha)" "Mar Territorial" "Município Costeiro" "Município Costeiro + Área Marinha" "Programa/Projeto" "Sítios do Patrimônio Mundial" "Sítios Ramsar" "Mosaico" "Reserva da Biosfera"
1070 "0000.00.1070" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOQUE TOQUE PEQUENO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2000 2000 "Portaria 9-N de 18/02/2000" "Sem informação." "SÃO SEBASTIÃO (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "2,7" "2,7" "2,7" NA 0 0 0 "2,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1071 "0000.00.1071" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOTURUNA II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1994 1994 "Portaria 123/94-N de 14/11/1994" "Sem informação." "SANTANA DE PARNAÍBA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "58,0" "58,0" "58,5" NA 0 0 0 "58,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
1072 "0000.00.1072" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOTURUNA V" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1994 1994 "Portaria 113-N de 21/10/1994" "Sem informação." "PIRAPORA DO BOM JESUS (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "56,5" "56,5" "64,1" NA 0 0 0 "56,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
1074 "0000.00.1074" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOWORLD" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1999 1999 "Portaria 64 de 19/07/1999" "Sem informação." "ATIBAIA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "51,0" "51,0" "51,4" NA 0 0 0 "51,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
1075 "0000.00.1075" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARBOCLORO S/A" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1993 1993 "Portaria 145/92-N de 30/12/1992" "Sem informação." "CUBATÃO (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "0,7" "0,7" "0,7" NA 0 0 0 "0,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
1076 "0000.00.1076" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PRIMAVERA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2000 2000 "Portaria 37 de 20/06/2000" "Sem informação." "SÃO LUIZ DO PARAITINGA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "19,2" "19,2" "19,3" NA 0 0 0 "19,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1077 "0000.00.1077" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DA BICA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SE" 1999 1999 "Portaria 70 de 13/09/1999" "Sem informação." "AREIA BRANCA (SE)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "13,0" "13,0" "13,3" NA 0 0 0 "13,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1078 "0000.00.1078" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIO DAS FURNAS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2002 2002 "Portaria 61 de 18/04/2002" "Sem informação." "ALFREDO WAGNER (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "10,0" "10,0" "10,0" NA 0 0 0 "10,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1082 "0000.00.1082" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NORMANDO TEDESCO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1999 1999 "Portaria 57-N/1999 de 09/07/1999" "Sem informação." "BALNEÁRIO CAMBORIÚ (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "4,0" "4,0" "3,8" NA 0 0 0 "4,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" ""
1083 "0000.00.1083" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMITAL" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1992 1992 "Portaria 70 de 25/06/1992" "Sem informação." "ITAPOÁ (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "591,0" "591,0" "590,6" NA 0 0 0 "591,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1084 "0000.00.1084" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL MENINO DEUS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1999 1999 "Portaria 85 de 06/10/1999" "Sem informação." "FLORIANÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "15,9" "15,9" "16,0" NA 0 0 0 "15,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1085 "0000.00.1085" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMA LUNA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2001 2001 "Portaria 100 de 03/09/2001" "Sem informação." "NOVA TRENTO (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "100,0" "100,0" "100,0" NA 0 0 0 "100,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1086 "0000.00.1086" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE ECOLÓGICO ARTEX" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1993 1993 "Portaria 143-N de 30/12/1992" "Sem informação." "BLUMENAU (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "5.296,0" "5.296,0" "5.296,2" NA 0 0 0 "5.296,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" ""
1088 "0000.00.1088" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARAUCÁRIA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2000 2000 "Portaria 41 de 09/08/2000" "Sem informação." "SÃO JOAQUIM (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "49,5" "49,5" "50,0" NA 0 0 0 "49,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" ""
1089 "0000.00.1089" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA POUSADA SERRA PITOCO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1997 1997 "Portaria 40 de 30/04/1997" "Sem informação." "ITUPORANGA (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "3,0" "3,0" "3,0" NA 0 0 0 "3,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" ""
1091 "0000.00.1091" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA EDITH" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2001 2001 "Portaria 158 de 24/10/2001" "Sem informação." "BRUSQUE (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "415,6" "415,6" "415,8" NA 0 0 0 "415,6" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1092 "0000.00.1092" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BIO ESTAÇÃO ÁGUAS CRISTALINAS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2002 2002 "Portaria 19 de 05/02/2002" "Sem informação." "BRUSQUE (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "103,0" "103,0" "103,0" NA 0 0 0 "103,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1093 "0000.00.1093" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRA DO RIO DO MEIO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1999 1999 "Portaria 23 de 23/02/1999" "Sem informação." "SANTA ROSA DE LIMA (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "10,0" "10,0" "10,0" NA 0 0 0 "10,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1094 "0000.00.1094" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2002 2002 "Portaria 62 de 18/04/2002" "Sem informação." "SÃO FRANCISCO DO SUL (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "6,7" "6,7" "7,0" NA 0 0 0 "6,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1096 "0000.00.1096" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANO BOM" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2001 2001 "Portaria 167 de 14/11/2001" "Sem informação." "SÃO BENTO DO SUL (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "87,2" "87,2" "88,0" NA 0 0 0 "87,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1097 "0000.00.1097" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAETEZAL" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2001 2001 "Portaria 168 de 14/11/2001" "Sem informação." "JOINVILLE (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "4.581,6" "4.581,6" "4.613,8" NA 0 0 0 "4.581,6" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1098 "0000.00.1098" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BUGERKOPF" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 1993 1993 "Portaria 148 de 30/12/1992" "Sem informação." "BLUMENAU (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "82,0" "82,0" "82,7" NA 0 0 0 "82,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1099 "0000.00.1099" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRALHA AZUL" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2000 2000 "Portaria 27 de 27/04/2000" "Sem informação." "ÁGUA DOCE (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "49,0" "49,0" "49,0" NA 0 0 0 "49,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" ""
1100 "0000.00.1100" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO GUAXINIM" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2001 2001 "Portaria 66 de 21/05/2001" "Sem informação." "SÃO JOSÉ (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "26,0" "26,0" "26,0" NA 0 0 0 "26,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" ""
1101 "0000.00.1101" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2004 2004 "Portaria 21/2004-N de 05/03/2004" "Sem informação." "PAULO LOPES (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "228,4" "228,4" "226,5" NA 0 0 0 "228,4" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1106 "0000.00.1106" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DO ROBALO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RS" 2002 2002 "Portaria 57 de 18/04/2002" "Sem informação." "TORRES (RS)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "9,9" "9,9" "10,0" NA 0 0 0 "9,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
1107 "0000.00.1107" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR SCHUSTER" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RS" 1992 1992 "Portaria 20 de 04/02/1992" "Sem informação." "HUMAITÁ (RS)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "4,0" "4,0" "4,0" NA 0 0 0 "4,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
1112 "0000.00.1112" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO MIRA-SERRA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RS" 1997 1997 "Portaria 124/97-N de 27/10/1997" "Sem informação." "SÃO FRANCISCO DE PAULA (RS)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "17,5" "17,5" "17,7" NA 0 0 0 "17,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
